2 51 0.329103871706
2 52 0.606221516324
2 53 0.875302986304
2 54 1.11946994435
2 55 1.33241671951
2 56 1.4782531395
2 57 1.6194195701
2 58 1.72884429615
2 59 1.83165517936
2 60 1.92996201189
2 61 2.02295880572
2 62 2.11261311983
2 63 2.20115327403
2 64 2.28753622501
2 65 2.37237831655
2 66 2.45089103161
2 67 2.52914298583
2 68 2.59852907187
2 69 2.66300811322
2 70 2.72668116655
2 71 2.78959564292
2 72 2.85168042575
2 73 2.91293551503
2 74 2.97331349971
2 75 3.03013565489
2 76 3.08660222713
2 77 3.13685795054
2 78 3.18708996841
2 79 3.23426397293
2 80 3.28101127791
2 81 3.32718965017
2 82 3.37147158003
2 83 3.41395188963
2 84 3.45519951167
2 85 3.49402916965
2 86 3.53181578433
2 87 3.56877270545
2 88 3.6055873934
2 89 3.64159609333
2 90 3.67646692782
2 91 3.71055547983
2 92 3.74400398253
2 93 3.77735766311
2 94 3.80990535567
2 95 3.84221599294
2 96 3.87402881407
2 97 3.90572310756
2 98 3.93729887339
2 99 3.96882722817
2 100 4
3 101 2.57080142432
3 102 2.69996585532
3 103 2.79615628506
3 104 2.88024974391
3 105 2.95888005463
3 106 3.0279498561
3 107 3.08043510073
3 108 3.12648163504
3 109 3.21037998146
3 110 3.16843080825
3 111 3.25174381737
3 112 3.28940051705
3 113 3.32588654212
3 114 3.35847031852
3 115 3.39027364519
3 116 3.42032095995
3 117 3.44978293742
3 118 3.50519486854
3 119 3.47748890298
3 120 3.52958392274
3 121 3.55124140286
3 122 3.57231354568
3 123 3.59260523877
3 124 3.61192136969
3 125 3.63104238818
3 126 3.64938295693
3 127 3.6841129701
3 128 3.66674796351
3 129 3.70089263938
3 130 3.71747719623
3 131 3.73386664065
3 132 3.76625530462
3 133 3.75006097264
3 134 3.79630261938
3 135 3.781278962
3 136 3.81113116433
3 137 3.82576459685
3 138 3.85386078728
3 139 3.83981269206
3 140 3.86771377006
3 141 3.9086873811
3 142 3.89502951076
3 143 3.88137164041
3 144 3.92215013902
3 145 3.9354177845
3 146 3.96156285059
3 147 3.94849031755
3 148 3.98731769182
3 149 3.97444027121
3 150 4
4 51 3.78403267731
4 53 2.20274786483
4 64 2.70582992945
4 65 3.19821760119
4 70 2.94288897141
4 72 0.740141106573
4 77 2.88510954326
4 151 1.00854066097
